Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Sioux Falls,SD,Sioux FallsSD,26,-0.20082240206761423,1.6921526264115028,2.3794044055871293,-4.43562232050353,41,94,97,12,259348,17.30161242904633,35.2,11.72131653222697,8.7,10.4,7.199999999999999,74.3,72.2,37.8,15.9,23.200000000000003,9.1,14.000000000000002,65621,4.1000000000000005,33453,36586,7.199999999999999,33.5,6.2,3.3000000000000003,66.9,33.1,-287,2409.31,63123505.8,33,15362.1,1144425166.1,13,0,0,0,8087,3,1,1,0,2,0,0,1,0,6809,1278,4378,1781330,419,8,1226,55617,42584,4275629,294327808.65,44320,1633921373.9639928,0.12999999523162842,0.16599999368190765,0.11599999666213989,23604297000,208391,17291767000,107.193,23800647,18681077,113.339,26063548,19752100,63690,17379148,71570,20179679
Rochester,MN,RochesterMN,26,-0.06717677091852023,1.9479035874539679,4.588855857653087,-4.751890878455319,47,96,100,10,217964,19.225888324873086,38.4,12.645207465453009,8.3,10.4,5.6000000000000005,70.5,68.4,46.5,16,17.9,8.200000000000001,11.3,73697,5.3,38754,41365,4.5,38.7,8.5,4.3999999999999995,75.1,24.9,219,840.18,53664405.75,6,12614.88,1035930158.79,8,0,0,0,8973,2,1,1,0,0,0,0,2,0,8061,912,3034,1881055,435,4,1583,63498,120565,0,259095947.95000002,38365,1424054738.659145,0.15299999713897705,0.15800000727176666,0.1289999932050705,14288212000,154292,12369449000,117.827,14374329,13033699,121.052,15644852,13390490,55431,12469507,63052,14322227
Richmond,VA,RichmondVA,12,0.5731387457239338,1.044990296889077,0.08388063407578357,-2.0489900661541447,82,82,58,38,1269530,2.765579403658025,38.8,38.855797027246304,11.200000000000001,15.8,7.6,66.3,62.5,42,16.2,22.6,7.8,11.3,68529,5.3,36413,37762,8.200000000000001,37.4,7.9,4.1000000000000005,67,33,2064,15279.27,723410867.19,53,32629.01,2455348840.66,62,4795835993.000001,86468341,159745,79389,7,3,1,3,1,0,1,8,0,69502,9887,30492,16123578,3434,16,3603,167230,104314,0,1280539644.0600002,174652,4322529681.503066,0.09200000017881393,0.10300000011920929,0.07100000232458115,91411672000,879230,76225752000,115.364,91858429,78896792,118.308,99388754,80909957,58865,76845962,65834,87167944
Homosassa Springs,FL,Homosassa SpringsFL,15,-1.5628175921852445,-1.9428371464098149,-0.38148317211951555,-6.823853006066849,1,2,34,2,145169,0,56.5,7.233638035668773,15.7,26.200000000000003,8.1,40,36.8,30.4,22.1,23.3,11.799999999999999,12.3,44237,5.800000000000001,26989,26550,10.2,18.3,5.4,2.1999999999999997,84,16,2076,315.83,12630309.03,2,1490.91,91349340.47,4,0,0,0,495,1,0,0,0,0,0,0,0,0,495,0,560,660098,140,2,332,18592,11483,0,328353536.33,58204,144252520.11160266,0.050999999046325684,0.06300000101327896,0.026000000536441803,4528701000,50993,5961272000,106.564,4492922,3852548,114.835,5247686,4151554,39985,6055302,45050,7121669
Muskegon,MI,MuskegonMI,21,-0.7952828960713566,-0.4657485062837562,-0.14313539575531978,-5.354052547510814,13,27,45,6,173297,0.04271950029730576,39.3,19.154399672238988,15.5,22.1,8.1,59,55.1,28.000000000000004,19.7,19.7,8.200000000000001,24.3,50854,2.7,25435,30245,4.9,19.7,1.7999999999999998,0.8,75.2,24.8,-152,419.64,23777328.57,2,4778.97,284206176.4,4,0,0,0,6050,2,1,0,0,0,0,0,0,0,6050,0,1640,1465286,320,2,397,19464,19998,0,177367475.01,38197,412841178.33176,0.0989999994635582,0.10899999737739563,0.06599999964237213,6298098000,80298,6905699000,102.568,6320542,5699057,103.049,6795782,5725808,39646,6954757,46701,8243256
Altoona,PA,AltoonaPA,24,-1.2572645170927672,-0.2786486922446523,1.5147419140676917,-5.489573741197113,2,34,92,5,123157,-3.0801677802173577,43.4,4.536485948829543,14.7,20.5,9.2,58.699999999999996,56.2,32.5,17.8,23.599999999999998,9.6,16.5,49181,3.4000000000000004,28119,31534,4.8,21.3,1.2,0.7000000000000001,78,22,-229,807.65,31940137.9199999,3,3841.72,283946040.14,5,0,0,0,4098,3,1,0,1,0,0,0,0,0,4098,0,1396,482012,100,4,496,22884,20195,0,147263865.25,30098,437589409.2841123,0.10400000214576721,0.10400000214576721,0.07900000363588333,6312962000,75119,5801145000,107.691,6318818,5561747,108.153,6736868,5585623,47034,5802876,54470,6632617
Ithaca,NY,IthacaNY,11,0.8696382530579111,-1.1958094540911148,-1.229642018100125,38.52964319565486,89,10,6,100,102642,2.0176519699439455,31.1,19.760916583854563,18.9,13.900000000000002,5.6000000000000005,59.3,56.99999999999999,52.900000000000006,16.7,18.4,5.800000000000001,6.1,60240,7.3,33075,26672,3.4000000000000004,53.5,12.9,3.6999999999999997,53.5,46.5,-614,13177.5,893452419.76,5,1089.35,103740204.61,1,7675576292,89802060,174999,40138,1,1,0,0,1,0,1,0,0,30758,9380,20278,6130181,1282,1,159,6582,7685,0,85841468.29,15230,1490189574.6814115,0.29100000858306885,0.2919999957084656,0.27000001072883606,6647546000,68196,4696017000,102.437,6663099,5691700,103.227,7044555,5735595,45232,4794901,51377,5402874
Lake Charles,LA,Lake CharlesLA,13,-0.3499584577207193,-0.37508465423863263,1.1862704679627205,-2.045203665802562,34,31,87,39,208549,6.178276497602009,36.3,29.278011402596032,17,24.9,9.2,60.9,57.49999999999999,30.9,20.1,21.4,13.200000000000001,14.399999999999999,51196,2.4,28764,31701,9.2,21.9,2.8000000000000003,2.1999999999999997,75.4,24.6,-108,1684.8,103568023.76,4,5472.54,398148414.76,17,0,0,0,13572,3,0,0,0,1,0,0,1,0,12789,783,7770,5384310,1167,7,761,28473,29080,0,298441909.90000004,36369,664329708.8885236,0.0560000017285347,0.08299999684095383,0.06800000369548798,17898830000,141955,10449116000,122.09,17650371,16643412,99.4,15791901,13550339,46117,10221381,51080,10745275
Dayton-Kettering,OH,Dayton-KetteringOH,7,-0.27048489014922167,-0.0328792065336522,0.2424660925283608,1.2351634523224193,37,44,63,72,803543,-4.705188930976334,39.3,21.853839806954948,14.6,21.5,7.6,62.4,57.99999999999999,38.6,17.8,21.7,6.5,15.5,55634,3.6999999999999997,31395,32201,6,29.599999999999998,4.5,2.1999999999999997,65.7,34.300000000000004,1265,7848.02,411874038.58,31,21723.03,1541541121.71,23,768459003,5854381,331650,81821,12,3,0,4,2,0,3,7,0,70011,11810,38852,15757373,3429,12,2275,112863,93917,0,815218776.9200001,156951,2704259680.5668488,0.10199999809265137,0.1120000034570694,0.07900000363588333,45834105000,488578,39608154000,112.134,45997668,40258026,114.971,49548210,41276786,48913,39746624,55572,45208430
Birmingham-Hoover,AL,Birmingham-HooverAL,26,0.1758983493422179,0.25461121459672853,1.206021969068281,-1.4429894212991048,62,56,88,44,1085330,-2.703308426379558,38.5,35.62243741534833,14.099999999999998,19.2,9.5,61.3,57.699999999999996,39,15.5,23.200000000000003,8.5,13.8,57447,3.5999999999999996,31978,35477,8.799999999999999,31.4,4.2,2.5,70.39999999999999,29.599999999999998,445,10168.26,415995962.6,34,33014.7499999999,2454559426.86,34,0,328106722,382563,66209,5,3,1,2,1,1,1,2,0,52052,14157,24802,16023356,3099,18,4634,192941,205243,0,1009464689.2799999,219784,4117999510.4770455,0.10199999809265137,0.10599999874830246,0.0729999989271164,66511403000,702225,60693401000,105.708,64625436,56168212,109.251,70874148,58050905,52310,58175164,59107,65860284
Asheville,NC,AshevilleNC,13,-0.5822124960231007,-0.0514092935483444,0.8148415497432504,-3.8457271648613918,21,44,79,18,454351,9.146575829497738,44.2,9.351360512027044,12.2,18,7.9,59.199999999999996,57.199999999999996,37.6,19.3,20.5,9.8,12.9,52735,8.4,31641,31189,10.7,35.5,5.800000000000001,3.4000000000000004,70.7,29.299999999999997,2680,3493.83999999999,142153970.33,22,12391.9499999999,965180476.5,54,104791697,326674,158283,23022,2,3,0,3,1,0,0,1,0,22597,425,9426,5629390,1106,6,1267,62407,61456,0,647272830.95,113170,1557446683.2082691,0.1120000034570694,0.10700000077486038,0.07599999755620956,22505958000,284578,22045861000,125.666,22481683,19351713,129.221,24350043,19899215,48247,22483378,54827,25896806
Greensboro-High Point,NC,Greensboro-High PointNC,34,0.2531093013133646,-0.298640102507856,-0.8812235730080082,0.5667570869409436,67,34,15,71,762063,7.462680253038179,38.8,36.99549774756155,16,23.200000000000003,10,62,58.5,35.3,16.6,22.400000000000002,8.4,17.4,50891,4.9,28787,31046,10.4,29.5,8.799999999999999,5,66.4,33.6,2994,10924.48,543779662.75,29,11640.61,870833070.59,13,519125040,10360962,263527,66458,4,3,0,5,0,0,2,0,0,59563,6895,25718,23506489,4597,6,1616,71233,43228,0,565885460.58,143913,1975988614.6355186,0.07800000160932541,0.08399999886751175,0.06599999964237213,42922463000,483256,34341481000,102.376,42722137,37071995,103.466,45574221,37466751,44799,34617596,51872,40400066
Elkhart-Goshen,IN,Elkhart-GoshenIN,14,-0.48834995314075313,0.40825320553028444,-0.7991766026442826,-6.901233516810848,27,64,18,2,204558,3.9130324350410195,35.6,12.718642145503964,12.4,17.299999999999997,7.5,65.9,62.9,27.500000000000004,13.700000000000001,20.599999999999998,7.9,30.3,57021,3.6999999999999997,26150,31799,14.6,19.8,7.8,7.6,74.1,25.900000000000002,-677,845.6,20606781.56,1,3664.22,231641652.07,4,113642851,0,0,1136,0,0,0,1,0,0,0,1,0,926,210,578,321649,72,2,369,16276,19280,0,217056714.54,32848,357126512.10407454,0.035999998450279236,0.04800000041723251,0.04100000113248825,16009758000,161355,9662570000,148.313,16105787,14376780,180.836,19271838,17529376,45873,9495118,55007,11382003
Boulder,CO,BoulderCO,22,0.5728684945852158,1.0259543453451327,-0.502541575474271,6.804023033715455,82,81,28,90,322510,11.142509571744142,36.6,11.02601469721869,11.700000000000001,8.5,6.3,68.60000000000001,65.7,54.400000000000006,14.899999999999999,18.6,5,7.1,83019,12.8,46826,36752,4.6,62.1,10.7,4.3999999999999995,61.7,38.3,3016,8593.55,471716995.87,28,5756.53,404835557.57,12,0,48263935,396735,45825,3,0,0,0,1,0,1,2,0,37777,8048,20618,16775806,3536,5,638,31423,24548,0,235495007.77,48262,1197581363.194731,0.061000000685453415,0.08100000023841858,0.052000001072883606,30147818000,275683,25202960000,132.409,30381525,27671842,139.504,33182418,29154660,79698,26236032,89593,29524725
Corpus Christi,TX,Corpus ChristiTX,13,-0.4952395407404143,-0.3284598956906483,0.0316038710724531,-1.1561870471734736,26,32,55,50,428548,1.1401477873203003,35.5,9.577223554887668,16.5,24.099999999999998,12.3,62.1,58.099999999999994,30.5,20.4,22.2,13.900000000000002,13.100000000000001,56013,3,27476,31492,17,20.9,8.3,7.5,60.699999999999996,39.300000000000004,666,4380.96,202980025.18,26,7375.79,585755900.81,21,0,808111,0,32182,4,1,0,0,0,0,1,0,0,29084,3098,10088,8510443,1804,6,1172,56445,45100,0,386610643.55,75939,1072166194.0462258,0.07000000029802322,0.0820000022649765,0.05700000002980232,24617171000,261549,21134665000,102.136,23294421,21710152,99.249,24937471,21096536,47023,19818326,52612,22243036
Wichita Falls,TX,Wichita FallsTX,13,-0.37759168571751495,-0.6381448274826311,0.6536587435234216,-3.5951481761101776,33,23,77,23,150715,-0.15766496856637335,35.6,18.9768768868394,16.2,20.1,10.9,61.5,53.5,33.1,19.8,20.9,11.600000000000001,14.6,49779,3.9,25732,27787,13.900000000000002,23,6.2,4.7,65.2,34.8,-454,1389.81,52107854.11,6,2742.3,176905671,8,0,0,0,7039,0,0,0,0,1,0,0,0,0,6140,899,2948,2344805,477,6,441,19689,15788,0,274319715.39,27956,321508547.52397716,0.07599999755620956,0.07900000363588333,0.050999999046325684,6613794000,88985,6779634000,103.885,6599666,6070366,104.438,7096972,6102665,45697,6752625,50905,7585540
Reno,NV,RenoNV,22,0.21752098448374116,0.7773214681606574,-0.18075090114051842,0.0827813146617555,64,74,43,67,460924,10.570455308736747,38.5,22.351407173416877,11.200000000000001,14.000000000000002,7.7,66.4,62.7,34.1,20,22.900000000000002,8.799999999999999,14.2,64801,4.7,36087,34933,9.4,30.8,14.000000000000002,8.4,60.199999999999996,39.800000000000004,1175,3464.00999999999,255104000.68,15,8820.71,721262211.02,14,377446382,27258808,433251,43474,5,2,0,0,1,0,1,1,0,38488,4986,17172,8636733,2056,7,1245,54778,39210,0,470171145.90999997,81742,1268466230.1204057,0.07100000232458115,0.07100000232458115,0.05000000074505806,30986178000,318885,30002016000,120.581,31015029,26247651,130.938,35471910,28502028,62103,30158200,71489,35568402
Tyler,TX,TylerTX,5,-0.12335798567939185,-0.30558827501882,2.5698955312163396,2.4964979489785724,45,33,98,78,227449,11.82734902381104,36.6,23.213555566302777,15.4,20.4,10.4,60.8,57.4,34.300000000000004,19,22.2,10.299999999999999,14.2,56810,4.8,28483,30991,16.3,26.400000000000002,8.3,7.5,68.89999999999999,31.1,836,3390.73,231327124.399999,5,7568.76,600736279.55,16,0,3444284,248597,29954,1,0,1,1,0,1,0,1,0,26345,3609,12074,9437609,1908,8,1207,55216,46522,0,327994602.47,43791,1095604325.2709413,0.1420000046491623,0.12999999523162842,0.09200000017881393,11800304000,151605,13039934000,110.817,11777815,10850746,113.675,13002122,11130658,56639,13103925,60284,14298554
Medford,OR,MedfordOR,21,-0.7261676784224522,-0.6294008058637107,-0.2657463175607489,-4.583429741156189,15,24,39,11,216574,7.9701077338012905,42.6,8.690793908779447,15.5,21.099999999999998,8.5,57.4,53.900000000000006,34.4,20.4,22.400000000000002,10,12.8,53412,8,30250,29824,7.3,27.800000000000004,6.2,3.5000000000000004,68.30000000000001,31.7,1072,462.59,32040070.03,17,4259.61,359374817.07,5,0,0,299998,8277,2,0,0,0,1,0,0,1,0,6732,1545,2786,1456143,309,3,519,23110,23628,0,304277373.17,54674,520666010.0006269,0.0949999988079071,0.0820000022649765,0.057999998331069946,9666326000,125059,10534744000,124.296,9714371,8375684,130.024,10949122,8761650,47774,10615059,56842,12717430
Yakima,WA,YakimaWA,23,0.2411342406150954,-0.7167330644606366,-1.1554057513680862,-2.2211186915734347,67,22,8,36,249697,5.561380220003209,33,22.74196325947048,17.4,25.6,9.2,62,57.99999999999999,26.1,17.1,17.2,21.7,18,51637,3.5000000000000004,23459,28110,13.100000000000001,16.7,18.7,16.3,61.7,38.3,755,1546.85,69516215.78,7,3560.13,289742864.22,3,0,0,2499997,9567,1,0,1,0,1,0,0,2,0,8692,875,4860,3005236,668,3,299,14932,21832,0,264917471.86,40483,481989564.53819513,0.06800000369548798,0.06199999898672104,0.04699999839067459,10849934000,137626,11045587000,119.747,10898457,10091930,118.396,11864827,9978061,43208,11053209,50872,13025027
Fresno,CA,FresnoCA,11,0.9723528845283966,-1.2867833332161582,-0.9921150864380625,0.28025958109783183,91,8,12,68,984521,8.328400250872004,32.2,34.99529212683122,22.5,32.2,12.8,61,55.60000000000001,30.3,19.8,20.8,14.899999999999999,14.099999999999998,53969,4.5,24422,28559,8.3,21.2,21.2,18.6,55.800000000000004,44.2,-555,11251.02,785368565.84,21,17156.7,1587207733.68,24,170314606,1066567,300000,113859,11,5,0,0,1,1,0,2,0,108344,5515,34010,31775686,6764,8,1692,86699,42934,0,886798023.76,128550,3064511086.9004836,0.10599999874830246,0.0989999994635582,0.07999999821186066,46177593000,520047,42926067000,124.534,45975796,41883420,124.348,49987063,41821044,42987,43195403,51422,52120107
St. George,UT,St. GeorgeUT,25,-0.5453474022430956,-0.45785071539750666,-0.6382394736676187,-1.3703031930192882,23,27,23,46,165811,23.709086568233207,37.1,9.472833527329309,11.799999999999999,15.6,5.800000000000001,56.39999999999999,54.400000000000006,33.300000000000004,19.6,25.8,9.3,12,59839,9.6,29010,28060,13.3,28.1,5.4,2.9000000000000004,70,30,1672,2271.25,98891326.1999999,4,2074.96,227574296.22,7,0,0,0,13886,4,0,2,0,0,0,0,0,0,13859,27,5862,3841924,863,1,284,18189,16764,0,237235015.68,37354,432839260.6963162,0.09399999678134918,0.07900000363588333,0.06199999898672104,7049244000,103439,7450087000,158.696,7065084,6042394,176.756,8338042,6730012,42732,7494858,47162,9018584
Dover,DE,DoverDE,7,-0.12115616097495828,0.09561013996763221,-0.596146725950111,5.846327559574784,45,50,24,88,176699,12.605947055149812,37.7,33.8117363425939,13.5,20.4,8,62,56.89999999999999,33,20.7,21.5,10.100000000000001,14.7,60910,4.1000000000000005,28845,32343,7.1,23.7,6.1,4,72.5,27.500000000000004,1159,3526.74,208328605.97,8,2894.19,223710775.72,4,0,2880801,547378,25924,3,0,1,1,0,0,1,0,0,25360,564,6394,9232873,2071,1,385,20203,16153,0,340335219.61,35922,601829351.9043521,0.0989999994635582,0.10700000077486038,0.07599999755620956,8830822000,95331,7942338000,117.358,8828458,7671807,124.36,9984324,8129576,44490,8019553,50432,9287020
Brownsville-Harlingen,TX,Brownsville-HarlingenTX,23,0.21665908429791988,-2.6963936271827236,-0.5693805628188435,-4.981062342667445,64,1,25,7,421666,7.139844397127804,31.7,5.679376568184297,28.9,41.099999999999994,22.400000000000002,55.800000000000004,52.5,27.6,27.1,22.400000000000002,11.200000000000001,11.600000000000001,38758,3.5999999999999996,17430,23161,28.4,17.299999999999997,23,24.099999999999998,64.7,35.3,-669,1293.72,72616936.52,4,4170.74,338506521.55,12,0,0,0,12832,6,1,0,0,0,0,0,0,0,12832,0,4118,7182450,1740,6,1069,46315,27601,0,343065011.06,61041,542214615.8040353,0.0729999989271164,0.0560000017285347,0.04699999839067459,11675336000,197900,12758548000,107.991,11641021,10072582,115.162,13225538,10741407,30361,12750515,37861,16016476
Boise City,ID,Boise CityID,9,-0.3896854841510951,0.37504577657931415,-0.3811549843097843,-1.2572782277839307,32,61,34,47,710743,18.708432849531498,36.3,12.036136831456659,11.899999999999999,13.5,9.1,64.9,61.8,38.3,16.900000000000002,23.400000000000002,9.9,11.5,60568,6.800000000000001,30508,31650,10.4,31.7,6.5,4.2,71.7,28.299999999999997,8240,8644.3,340796056.04,34,16735.03,1361238008.28,37,115056046,4580297,299331,64711,8,1,1,1,1,0,1,2,0,56878,7833,17310,7354783,1647,9,1399,63464,58731,0,472683365.43,121736,2402602103.993616,0.11800000071525574,0.10999999940395355,0.07900000363588333,36994993000,463876,35757744000,133.961,37169375,32869996,147.922,43601402,36295460,48396,36277012,55487,44127185
Monroe,MI,MonroeMI,14,-1.1510174430243776,0.6893101134560935,-1.7519157043806475,-5.9126738348713666,4,72,1,3,149727,-2.000863964813071,42.6,5.7684986675749865,11.1,15.6,7.199999999999999,60.699999999999996,57.699999999999996,31.7,16.400000000000002,19.900000000000002,10.299999999999999,21.7,62203,3.6999999999999997,31481,36843,4.2,20.5,2.4,0.8,81.39999999999999,18.6,-449,412.11,19103180.41,2,924.91,61432738.19,5,0,0,0,3910,1,1,0,0,0,0,0,0,0,3910,0,882,779361,185,1,100,6151,3757,0,197364463.15,32287,107937924.86274587,0.02500000037252903,0.03799999877810478,0.01600000075995922,6246110000,56846,7324469000,102.223,6228862,5423176,101.658,6716820,5393210,47726,7361611,53509,8308581
Auburn-Opelika,AL,Auburn-OpelikaAL,8,0.29252606508060053,-1.0517864388423066,-0.39820520246914337,9.777280435214937,69,14,33,92,161152,19.363010147396498,31.9,29.657093923749006,19.6,18.8,9.700000000000001,61,57.4,41.099999999999994,17.5,19.7,7.8,13.900000000000002,51463,4,27860,27414,7.8,35.3,5.6000000000000005,2.9000000000000004,64.8,35.199999999999996,-32,5750.32,324194712.76,5,2429.2,163245893.37,2,792983229,5922729,175000,32442,0,0,0,0,0,0,1,0,0,25795,6647,15042,2854451,594,1,532,16939,18021,0,119362235.91,23152,640303372.5433934,0.12800000607967377,0.1289999932050705,0.0949999988079071,6538765000,87094,6673082000,115.502,6539889,5600186,121.652,7335523,5898376,39355,6770191,45002,7975201
Atlantic City-Hammonton,NJ,Atlantic City-HammontonNJ,3,0.3856158499329569,0.22062735463268704,0.061651452578357614,-2.1597035289418165,74,55,57,38,266105,-2.5834486495193376,41.7,34.24475301102948,13.3,20.3,8.6,64.60000000000001,59,32.2,28.599999999999998,21.2,8.6,9.4,62110,3.2,33284,31961,8.1,28.1,16.5,11.4,67,33,-218,1612.23,128417329.74,2,5769.14,463213066.89,5,0,0,0,19998,4,1,0,0,1,0,0,0,0,18733,1265,6770,7047168,1480,4,848,41491,17404,0,482632940.5,52960,778036015.8855823,0.0860000029206276,0.07999999821186066,0.06499999761581421,14557816000,169836,13511508000,92.984,14548795,12451208,92.655,15313041,12407031,50196,13757969,58310,16033351
Columbus,OH,ColumbusOH,12,0.6221067290820432,0.7932210941623583,-9.092957784006914e-4,-1.1949265376275116,84,75,53,48,2077761,15.53534103249763,36,24.667947853482666,13.200000000000001,18.5,7.9,67.60000000000001,64.5,42.6,16,21.8,6,13.600000000000001,65150,5,34441,36554,6.7,36.7,8.200000000000001,3.6999999999999997,61.7,38.3,-11,22389.12,1209754881.46,54,54203.14,4129107043.68,92,6699150646.999999,209429550,453130,168175,16,3,2,2,5,0,1,12,0,145965,22210,69682,26525218,5775,23,5617,248304,207076,0,1624998226.9099998,305830,7054915680.394627,0.0949999988079071,0.10300000011920929,0.07800000160932541,137648916000,1407720,111635839000,118.136,138502066,120326001,125.441,154509800,127766546,52627,111993459,59867,128774408
San Antonio-New Braunfels,TX,San Antonio-New BraunfelsTX,33,0.4217727711255328,0.00972860534265904,-0.5245647209505077,-1.875753990550626,76,47,27,40,2468193,19.94433812716798,34.7,19.321787234628733,14.399999999999999,20.599999999999998,10.4,63.9,59.699999999999996,35.4,19.2,23.599999999999998,10.299999999999999,11.600000000000001,60327,4.7,29071,31495,14.7,28.199999999999996,11.799999999999999,10.6,63.5,36.5,6889,23773.86,1470631871.49,54,41096.729999999996,3128905936.16,82,1699699342.0000002,101140946,127533,187736,27,5,1,2,3,2,1,8,0,171207,16529,63750,47258880,10324,24,5865,254772,197016,0,2057151744.88,376139,6250427219.780562,0.07999999821186066,0.08100000023841858,0.05900000035762787,132237442000,1513068,122469580000,127.128,131718651,117688706,132.689,144384474,122836022,48819,123450340,53648,139579662
Colorado Springs,CO,Colorado SpringsCO,32,0.13937532199326338,0.9600281745273983,-1.2938095133477796,1.0804650784028829,61,80,5,72,723498,16.166914736299564,34.6,19.917539509438864,10,13.100000000000001,6.3,67.60000000000001,58.9,41.9,18.2,22,8.6,9.3,68687,7.000000000000001,33795,34436,7.199999999999999,38.5,6.9,3.5999999999999996,67.2,32.800000000000004,3998,8299.86,422346278.88,39,6596.3,488293706.28,13,766909737,385165,164341,92914,5,2,1,2,0,1,1,4,0,83920,8994,31058,14337299,2891,5,1000,56477,41453,0,578713676.33,108081,1306160364.293651,0.052000001072883606,0.05400000140070915,0.03500000014901161,38646470000,444566,38010910000,115.399,38740774,34093877,123.084,43522096,36364322,51113,38312368,58736,44803161
Yuba City,CA,Yuba CityCA,23,0.30119855200688855,-0.5040435657547078,-1.212958756963752,-4.075102083970457,70,26,7,15,172469,4.793413537489366,34.5,27.92385878041851,15.5,20.200000000000003,9.4,58.699999999999996,52.6,28.299999999999997,19.400000000000002,21.6,15.9,14.799999999999999,58551,4.8,26580,30846,7.7,17.7,18,13.3,57.699999999999996,42.3,-194,874.57,55561860.24,7,2430.6,249351054.73,4,0,0,0,9535,1,1,0,0,0,0,0,1,0,9535,0,2480,2059513,438,2,233,11723,6274,0,307647072.24,28149,389162064.50925976,0.07699999958276749,0.07500000298023224,0.05299999937415123,7214269000,74932,7616917000,111.994,7202387,6355821,116.607,8104050,6617616,42979,7726896,51174,9338369
Toledo,OH,ToledoOH,2,-0.3531676257068027,-0.1881222647649477,0.8580487523491593,1.0887058358593975,34,38,81,72,644137,-1.4553660215711806,38.1,21.066481198875394,16.3,22,8.4,64.1,60.099999999999994,34.4,18.3,21,7.6,18.8,52601,2.9000000000000004,30234,31229,5.4,26.8,3.3000000000000003,1.9,65.4,34.599999999999994,-538,7974.1,425014163.15,16,18429.39,1228868457.04,22,603551750.9999999,12241920,234342,66593,9,3,1,0,1,0,2,3,0,57784,8809,25994,13419211,3057,13,2369,109472,87432,0,603289235.74,113062,2202422919.3387437,0.10400000214576721,0.12399999797344208,0.09000000357627869,36308305000,378538,28820974000,109.233,38346680,34825955,108.889,40546884,34716077,48157,31146790,54423,35060467
Santa Fe,NM,Santa FeNM,21,-0.0722601660977823,0.010145547418333184,-0.5749568425864997,-3.6538726323761477,46,47,25,22,149293,5.357016838153306,46.3,16.21174468997207,12.8,18.3,9,58.5,56.10000000000001,44,18.8,21,8.5,7.7,61200,8.4,38520,32927,10.8,41,12,9,74.4,25.6,5,1489.13999999999,69214210.75,25,2145.37,179276853.43,9,0,0,0,8155,1,1,0,1,0,0,0,2,1,7760,395,2476,1166166,229,2,243,13590,10732,0,178821114.86,37557,351755244.7673179,0.07400000095367432,0.06599999964237213,0.03999999910593033,7321953000,94310,9102525000,101.252,7337635,6240287,98.696,7636186,6082743,61879,9510296,69528,10790792
Alexandria,LA,AlexandriaLA,27,-0.39099766046425705,-1.194962146774961,2.525850201940078,-1.373993209275262,32,10,98,45,153310,0.547630759140838,37.6,34.333050681625465,19.5,26.1,14.499999999999998,55.2,51.300000000000004,32.6,22.6,20.8,11.1,12.9,46367,2.3,24937,29660,9.700000000000001,19,2.7,2,67,33,72,1466.23,55304106.95,7,5633.4,388635935.62,22,0,0,0,10239,2,0,0,1,1,0,0,2,0,9859,380,6424,5248704,1110,6,773,29318,20809,0,255098019.17999998,30521,606609609.4145669,0.14900000393390656,0.14900000393390656,0.0949999988079071,6370389000,80136,6767025000,99.307,6397391,5527609,99.655,7037021,5546945,44057,6741618,51738,7806684
